"";"ANO_ELEICAO";"SG_UF";"ECI dep";"ECI gov";"ENP"
"223";"2018";"PA";0,996808885833053;0,825249524876217;15,2119246819604
"224";"2018";"PB";0,935421109203261;0,652266108269184;12,4834937113033
"225";"2018";"PE";0,893183498182691;0,852866316959477;9,07907744911925
"226";"2018";"PI";0,897842718680274;0,648398676911296;9,78352385944235
"227";"2018";"PR";0,997454166743281;0,555429518040098;15,248287780171
"228";"2018";"RJ";0,995008189448745;0,782792202481623;17,6047738861761
"229";"2018";"RN";0,957157854401035;0,862875059239366;13,2130472524371
"230";"2018";"RO";0,971344413876275;0,923993197865321;16,9390589746808
"231";"2018";"RR";0,974749734812999;0,965154873437762;19,2392465390592
"232";"2018";"RS";0,991178797219806;0,952054139489982;12,7512110221013
"233";"2018";"SC";0,955254477115792;0,986002978420183;10,1870012077873
"234";"2018";"SE";0,96358706818487;0,806456089173845;13,7200360639527
"235";"2018";"SP";0,978328668261991;0,897635011508274;12,8039229019618
"236";"2018";"TO";0,96428981989541;0,738023249049734;16,30615695258
"237";"2022";"AC";0,992320173101408;0,674554617909048;11,9789467480549
"238";"2022";"AL";0,696387991893263;0,801488161217685;3,75970284902225
"239";"2022";"AM";0,907198683033566;0,781455734756249;10,2840403115392
"240";"2022";"AP";0,971985972116514;0,888764648650219;15,59483245438
"241";"2022";"BA";0,970317512464256;0,913505306037292;11,0351916986467
"242";"2022";"CE";0,961509335927157;0,777051148590892;8,28466188025189
"243";"2022";"DF";0,959074574718165;0,759495070520826;15,3385920165241
"244";"2022";"ES";0,987690060260269;0,915385014668507;14,1032696155478
"245";"2022";"GO";0,965039356727224;0,733954142650615;14,857543473635
"246";"2022";"MA";0,943510766483086;0,73576690371341;9,68299476844818
"247";"2022";"MG";0,956845409456946;0,788930554451571;14,9675898784454
"248";"2022";"MS";0,947401856676676;0,984470063738637;10,2452281601066
"249";"2022";"MT";0,957742813800352;0,47956592876112;10,2302528734114
"250";"2022";"PA";0,922201809694571;0,567204375755366;8,6314467692759
"251";"2022";"PB";0,940882828105892;0,842394750335869;9,72728761372171
"252";"2022";"PE";0,909599637962789;0,966137966761202;8,20545463296552
"253";"2022";"PI";0,89253712700133;0,843264922702825;3,90941556295143
"254";"2022";"PR";0,946079314942117;0,565132944053954;8,53239372953552
"255";"2022";"RJ";0,948533739823931;0,687022986177059;11,4333177069493
"256";"2022";"RN";0,99197700071616;0,639122808744137;6,18931142241359
"257";"2022";"RO";0,967428171017785;0,981630025107161;12,6746315232187
"258";"2022";"RR";0,965315067239844;0,846639186247331;12,7302275203703
"259";"2022";"RS";0,967431451488149;0,893065070393753;11,1161549562635
"260";"2022";"SC";0,95094790141179;0,788030354153848;9,74830420107638
"261";"2022";"SE";0,926114050838458;0,942132469938174;9,89987410464741
"262";"2022";"SP";0,945178744814672;0,933846365122711;11,1219163388554
"263";"2022";"TO";0,997307838674625;0,64347796674869;8,40382527935537
